,Sample_Point_(SP),Year,Latitude,Longitude,Depth,Rake_Abundance,Rake_Abundance_#,Alisma_gramineum,Benthic_Filamentous_Algae,Callitriche_hermaphroditica,Ceratophyllum_demersum,Chara_vulgaris,Elodea_sp.,Floating_Filamentous_Algae,Fontinalis_sp.,Heteranthera_dubia,Hydrocharis_morsus-ranae,Hypericum_ellipticum,Lemna_minor,Lemna_trisulca,Megalodonta_beckii,Myriophyllum_sibiricum,Myriophyllum_spicatum,Najas_flexilis,Najas_guadalupensis,Nitella_flexilis,Nitellopsis_obtusa,Nuphar_variegata,Nymphaea_odorata,Pithophora_sp.,Polygonum_amphibium,Potamogeton_amplifolius,Potamogeton_crispus,Potamogeton_crispus_turions,Potamogeton_foliosus,Potamogeton_gramineus,Potamogeton_illinoensis,Potamogeton_pectinatus,Potamogeton_praelongus,Potamogeton_pusillus,Potamogeton_richardsonii,Potamogeton_zosteriformis,Ranunculus_trichophyllus,Riccia_fluitans,Spirodela_polyrhiza,Stuckenia_pectinata,Stuckenia_vaginata,Utricularia_vulgaris,Vallisneria_americana,Wolffia_columbiana,Zannichellia_palustris
168,169,2008,42.9429981,-75.8750043,2.7432000000000003,,,,,,S,,,,,,,,,,,,T,,,,,,,,,T,,,,,,,,,,,,,,,,,,,
169,170,2008,42.9418304,-75.8747106,5.1816,,,,T,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,171,2008,42.9414247,-75.875708,0.6096,,,,,,,,,,,M,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
171,172,2008,42.9401233,-75.8753818,1.2192,,,,,,,T,T,,,S,,,,,,,D,,,,,,,,,,,,,,T,,,,,,,,,,,,S,,
172,173,2008,42.9399862,-75.8747074,5.1816,,,,T,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
173,174,2008,42.9383104,-75.8745134,4.2672,,,,,,S,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
174,175,2008,42.937828,-75.8748873,0.9144000000000001,,,,,,,,T,,,S,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
175,176,2008,42.936529,-75.8745377,0.9144000000000001,,,,,,S,,,,,,,,,,,,M,,,,,,,,,,,,,,S,,,,,,,,,,,,S,,
176,177,2008,42.9356912,-75.8742594,0.9144000000000001,,,,,,S,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
177,178,2008,42.9350748,-75.8740183,1.2192,,,,,,S,,,,,,,,,,,,S,,,,,,,,,,,,,,S,T,,,,,,,,,,,S,,
178,179,2008,42.9340912,-75.8736567,0.9144000000000001,,,,T,,S,,T,,,,,,,,S,,D,,,,,,,,,,,,,,T,,,,,,T,,,,,,T,,
179,180,2008,42.933034,-75.8731804,1.2192,,,,S,,,,T,,,,,,,,,,S,,,,,,,,,,,,,,M,,,,,,,,,,,,,,
180,181,2008,42.9319435,-75.8729477,0.6096,,,,,,,S,,,,,,,,,,,T,,,,,,,,,,,,,,T,,,,,,,,,,,,T,,
181,182,2008,42.9310224,-75.8731385,0.9144000000000001,,,,,,,,S,T,,T,,,,,T,,D,,,,,,,,,,,,,,,T,,,,,,,,,,,S,,
182,183,2008,42.929687,-75.8735046,0.9144000000000001,,,,,,,S,S,,,S,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
183,184,2008,42.9281775,-75.8728412,0.6096,,,,,,T,,,,,S,,,,,,,S,,,,,,,,,,,,,,S,,,,,,,,,,,,S,,
184,185,2008,42.9265321,-75.872124,0.6096,,,,,,,M,T,,,T,,,,,,,M,,,,,,,,,,,,,,T,,,,,,,,,,,,T,,
185,186,2008,42.9257155,-75.8719777,0.9144000000000001,,,,,,,,S,,,S,,,,,T,,S,,,,,,T,,,,,,,,,,,,,,,,,,,,S,,
186,187,2008,42.9251137,-75.8716245,0.6096,,,,,,S,,S,,,S,,,,,,,S,,,,,,,,,S,,,,,,,,,,,T,,,,,,T,,
187,188,2008,42.9247432,-75.8713105,0.3048,,,,M,,S,,S,M,,S,,,M,,,,S,,,,,,T,,,,,,,,,,,,,,,,,,,,T,T,
188,189,2008,42.9247633,-75.8705188,0.3048,,,,,,,,,,,S,,,,,S,,D,,,,,,,,,,,,,,,,,,,,T,,,,,,T,,
189,190,2008,42.9248473,-75.8697053,0.3048,,,,,,,M,S,,,T,,,,,,,S,,,,,,,,,,,,,,,,,,,,T,,,,,,,,
190,191,2008,42.9249537,-75.8691506,0.1524,,,,,,T,S,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,192,2008,42.925335,-75.8685134,0.1524,,,,,,,S,T,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,193,2008,42.9254278,-75.8691747,0.3048,,,,,,,S,,,,T,,,,,,,T,T,,,,,,,,,T,,,,,,,,,,,,,,,,T,,
193,194,2008,42.9253384,-75.8702124,1.524,,,,T,,,,,,,,,,,,,,S,,,,,,,,,,T,,,,,,,,,,T,,,,,,,,
194,195,2008,42.9251966,-75.8708516,0.9144000000000001,,,,,,D,,S,,,M,,,,,T,,M,,,,,,,,,,,,,,,,T,,,,T,,,,,,T,,
195,196,2008,42.9255932,-75.8712796,0.9144000000000001,,,,,,M,,T,,,,,,,,S,,M,,,,,,,,,M,,,,,T,,,,,,,,,,,,S,,
196,197,2008,42.9258669,-75.8704864,1.2192,,,,,,S,,,,,,,,,,,,D,,,,,,,,,,,,,,T,,T,,,,,,,,,,S,,
197,198,2008,42.9260443,-75.8693318,2.1336,,,,,,S,,,,,,,,,,,,D,,,,,,,,,,,,,,T,,S,,,,,,,,,,T,,
198,199,2008,42.926159,-75.8680249,0.3048,,,,,,,S,,,,,,,,,,,T,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,200,2008,42.9266074,-75.8672421,0.6096,,,,,,,T,,,,,,,,,,,M,,,,,,,,,,,,,,T,,,,,,,,,,,,T,,
200,201,2008,42.9268322,-75.8681775,0.9144000000000001,,,,,,,,M,,,S,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
201,202,2008,42.9267355,-75.8690874,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,203,2008,42.9265298,-75.8704384,7.315200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,204,2008,42.9263044,-75.8713266,0.9144000000000001,,,,,,S,,,,,,,,,,,,M,,,,,,,,,,,,,,M,,,,,,,,,,,,T,,
204,205,2008,42.9269275,-75.8666465,0.3048,,,,S,,,T,T,,,T,,,,,,,T,T,,,,,,,,,,,,,,,,,,,,,,,,,T,,
205,206,2008,42.9272609,-75.8656704,0.6096,,,,,,,D,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
206,207,2008,42.9272046,-75.8647433,0.3048,,,,,,,S,,,,,,,,,,,T,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,208,2008,42.9276074,-75.8635928,0.3048,,,,,,,S,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,209,2008,42.9280257,-75.8624262,0.6096,,,,,,,S,,,,,,,,,,,,T,,,,,,,,,,,,T,,,,,,,,,,,,,,,
209,210,2008,42.928736,-75.8616444,0.3048,,,,T,,,T,,,,T,,,,,,,T,T,,,,,,,,,,,,,T,,,,,,,,,,,,,,
210,211,2008,42.9290362,-75.8609012,0.6096,,,,,,,,M,,,T,,,,,,,T,S,,,,,T,,,,,,,,,,,,,,,,,,,,,,
211,212,2008,42.9298672,-75.8616947,0.9144000000000001,,,,,,T,S,T,,,S,,,,,,,M,T,,,,,,,,,T,,,,T,,,,,,,,,,,,T,,
212,213,2008,42.9293169,-75.8617527,0.6096,,,,,,S,,S,,,T,,,,,,,M,T,,,,,,,,S,,,,,,,,,,,,,,,,,T,,
213,214,2008,42.9286751,-75.8622374,1.2192,,,,T,,T,M,,,,T,,,,,,,S,T,,,,,,,,,T,,,,,,,,,,,,,,,,T,,
214,215,2008,42.9280719,-75.8629649,0.9144000000000001,,,,,,T,S,T,,,T,,,,,,,M,T,,,,,,,,,T,,,T,,,T,,,,,,,,,,T,,
215,216,2008,42.9276304,-75.8648623,0.9144000000000001,,,,,,,M,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,217,2008,42.9275007,-75.8657391,0.9144000000000001,,,,,,S,M,S,,,,,,,,,,D,,,,,,,,,,,,,,,,T,,,,,,,,,,T,,
217,218,2008,42.9271591,-75.8670809,0.9144000000000001,,,,,,S,M,S,,,T,,,,,,,D,T,,,,,,,,,,,,,T,T,,,,,,,,,,,S,,
218,219,2008,42.9272279,-75.8679933,0.9144000000000001,,,,,,S,T,,,,,,,,,,,D,,,,,,,,,,,,,,S,,,,,,,,,,,,,,
219,220,2008,42.9275721,-75.8674094,0.9144000000000001,,,,,,S,,,,,,,,,,,,D,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
220,221,2008,42.9280387,-75.8664313,0.9144000000000001,,,,,,T,,,,,T,,,,,,,M,,,,,,,,,,,,,,S,T,,,,,,,,,,,T,,
221,222,2008,42.9283663,-75.8651808,1.2192,,,,,,,S,S,,,T,,,,,,,D,,,,,,,,,,,,,,S,T,,,,,,,,,,,,,
222,223,2008,42.9283248,-75.8640916,1.2192,,,,,,M,S,T,,,T,,,,,,,M,T,,,,,,,,,,,,,M,S,,,,,,,,,,,T,,
223,224,2008,42.9287048,-75.8633765,1.524,,,,T,,T,,T,,,,,,,,,,M,,,,,,,,,,T,,,,T,,,,,,,,,,,,T,,
224,225,2008,42.9291712,-75.8627416,1.524,,,,S,,,,T,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,226,2008,42.9298394,-75.8625205,1.524,,,,M,,T,T,T,,,S,,,,,,,T,,,,,,,,,,,,,T,,T,,,,,,,,,,,,,
226,227,2008,42.9300432,-75.8634367,1.524,,,,S,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,T,,,,,,,,,,,S,,
227,228,2008,42.9293931,-75.863432,1.524,,,,S,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
228,229,2008,42.9290467,-75.8638968,1.2192,,,,S,,,T,,,,,,,,,,,M,,,,,,,,,,,,,T,T,T,,,,,,,,,,,,,
229,230,2008,42.9287962,-75.8645679,0.9144000000000001,,,,,,T,T,T,,,,,,,,,,D,,,,,,,,,,,,,,S,S,,,,,,,,,,,T,,
230,231,2008,42.9288844,-75.8653688,1.8288000000000002,,,,S,,T,,,,,,,,,,,,T,,,,,,,,,,,,,,M,T,,,,,,,,,,,,,
231,232,2008,42.9286809,-75.8662364,3.6576000000000004,,,,,,M,,,,,,,,,,,,S,,,,,,,,,,,,,,S,,,,,,,,,,,,,,
232,233,2008,42.9293157,-75.8653118,3.6576000000000004,,,,,,S,,,,,T,,,,,,,S,,,,,,,,,,,,,,,S,,,,,,,,,,,T,,
233,234,2008,42.9296609,-75.8645246,0.9144000000000001,,,,,,T,,S,,,T,,,,,,,S,,,,,,,,,,,,,,S,M,,,,,,,,,,,,,
234,235,2008,42.9302548,-75.8641371,0.9144000000000001,,,,S,,M,,T,,,,,,,,,,S,,,,,,,,,,,,,,M,T,,,,,,,,,,,,,
235,236,2008,42.930704,-75.8634337,1.2192,,,,T,,S,,S,,,,,,,,,,S,,,,,,,,,,,,,,M,S,,,,,,,,,,,T,,
236,237,2008,42.9307769,-75.8623902,1.2192,,,,,,S,,T,,,T,,,,,,,D,S,,,,,,,,,,,,,S,,,,,,,,,,,,T,,
237,238,2008,42.9308294,-75.8616143,0.9144000000000001,,,,,,T,,T,,,T,,,,,T,,M,T,,,,,,,,T,,,,,T,T,,,,,,,,,,,T,,
238,239,2008,42.9310206,-75.8620352,0.6096,,,,T,,S,T,S,,,S,,,,,S,,S,T,,,,,,,,S,,,,,,,,,,,,,,,,,S,,
239,240,2008,42.9311872,-75.8629885,1.524,,,,T,,S,,T,,,,,,,,,,S,,,,,,,,,T,,,,,S,,T,,,,,,,,,,T,,
240,241,2008,42.9313612,-75.8637149,3.048,,,,,,M,,,,,T,,,,,,,M,,,,,,,,,,,,,,,M,,,,,,,,,,,T,,
241,242,2008,42.9319507,-75.8633538,4.572,,,,,,T,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,243,2008,42.9319545,-75.8624648,0.9144000000000001,,,,T,,S,,T,,,,,,,,T,,D,,,,,,,,,,,,,,,S,,,,,,,,,,,T,,
243,244,2008,42.9319412,-75.861664,0.6096,,,,,,T,S,S,,,T,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
244,245,2008,42.9325091,-75.8615757,0.6096,,,,,,,S,,,,T,,,,,,,T,,,,,,,,,T,,,,,T,,,,,,,,,,,,T,,
245,246,2008,42.932662,-75.8624227,1.2192,,,,,,M,,,,,,,,,,,,D,,,,,,,,,,,,,,T,S,,,,,,,,,,,S,,
246,247,2008,42.9326586,-75.8630601,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,248,2008,42.9333868,-75.8624961,2.1336,,,,,,M,,,,,,,,,,,,M,,,,,,,,,,,,,,,M,,,,,,,,,,,T,,
248,249,2008,42.9333855,-75.8617886,0.9144000000000001,,,,,,T,S,T,,,,,,,,,,M,T,,,,,,,,,,,,,,,,,,,,,,,,,T,,
249,250,2008,42.9339217,-75.8616015,0.6096,,,,,,,S,T,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,T,T,
250,251,2008,42.9340037,-75.8623891,3.048,,,,,,M,,,,,,,,,,,,S,T,,,,,,,,,,,,,T,,,,,,,,,,,,T,,
251,252,2008,42.9346773,-75.8623507,3.6576000000000004,,,,,,M,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,253,2008,42.9348463,-75.8615364,0.6096,,,,,,T,,S,,,T,,,,,,,M,T,,,,,,,,,,,,T,,,,,,,,,,,,,T,,
253,254,2008,42.935453,-75.8619048,0.9144000000000001,,,,,,S,,S,,,T,,,,,M,,M,,,,,,,,,,,,,,T,,,,,,,,,,,,T,,
254,255,2008,42.936222,-75.862192,1.2192,,,,T,,S,,S,,,,,,,,T,,D,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
255,256,2008,42.9361952,-75.862164,1.2192,,,,S,,,,T,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
256,257,2008,42.936965,-75.8619328,1.2192,,,,,,,M,T,,,,,,,,M,,M,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
257,258,2008,42.9376351,-75.8617442,0.9144000000000001,,,,T,,D,,T,,,,,,,,S,,S,,,,,,,,,M,,,,T,,,,,,,,,,,,,T,,
258,259,2008,42.9393098,-75.8623483,0.6096,,,,,,S,,S,,,T,,,,,T,,D,,,,,,,,,,,,,,S,,,,,,,,,,,,T,,
259,260,2008,42.9400512,-75.8628134,,,,,,,,,S,,,S,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
260,261,2008,42.940772,-75.8631556,0.9144000000000001,,,,,,T,,T,,,,,,,,T,,D,,,,,,,,,,,,,,M,,,,,,,,,,,,,,
261,262,2008,42.9416008,-75.8635156,1.524,,,,,,,T,,,,,,,,,,,M,,,,,,,,,,,,,,T,,,,T,,,,,,,,T,,
262,263,2008,42.9422533,-75.8635878,1.524,,,,,,,T,T,,,,,,,,,,S,S,,,,,,,,,,,,T,T,,,,,,,,,,,,T,,
263,264,2008,42.9430995,-75.8640906,2.1336,,,,,,M,,,,,,,,,,,,M,,,,,,,,,,,,,,,S,,,,,,,,,,,T,,
264,265,2008,42.9429013,-75.8631802,0.9144000000000001,,,,T,,T,,,,,,,,,,T,,M,T,,,,,,,,,,,,,T,,,,,,,,,,,,T,,
265,266,2008,42.9426494,-75.8625223,0.9144000000000001,,,,,,T,S,T,,,,,,,,,,T,T,,,,,T,,,,,,T,,,,,,,,,,,,,,T,,
266,267,2008,42.9430003,-75.8619454,0.6096,,,,,,,S,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,T,,
267,268,2008,42.9433829,-75.8627976,1.8288000000000002,,,,,,M,,T,,,,,,,,,,M,,,,,,,,,,,,,,S,,,,,,,,,,,,S,,
268,269,2008,42.9435759,-75.8636029,2.1336,,,,,,S,,,,,,,,,,,,S,,,,,,,,,,,,,,T,M,T,,,,,,,,,,T,,
269,270,2008,42.9439633,-75.863017,1.2192,,,,,,D,,,,,,,,,,S,,S,,,,,,,,,,,,,,S,S,,,,,,,,,,,S,,
270,271,2008,42.9438943,-75.8620015,0.6096,,,,,,,,T,,,,,,,,,,D,,,,,,,,,,,,,,T,,T,,,,,,,,,,T,,
271,272,2008,42.944415,-75.8622345,1.2192,,,,,,T,,S,,,,,,,,S,,D,,,,,,,,,,,,,,T,,,,,,,,,,,,S,,
272,273,2008,42.9445962,-75.8629703,2.7432000000000003,,,,,,M,,,,,,,,,,,,T,T,,,,,,,,,,,,,,,,,,,,,,,,,S,,
273,274,2008,42.9451239,-75.8629946,4.2672,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
274,275,2008,42.9456313,-75.8626944,0.9144000000000001,,,,,,,,T,,,M,,,,,,,D,T,,,,,,,,,,,,,,,,,,,,,,,,,T,,
275,276,2008,42.9461594,-75.8629479,0.6096,,,,,,T,,,,,M,,,,,,,D,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,277,2008,42.9467601,-75.8633492,0.6096,,,,,,,,S,,,M,,,,,,,D,,,,,,,,,,,,T,,S,,,,,,,,,,,,T,,
277,278,2008,42.9474827,-75.864002,1.524,,,,,,,,,,,T,,,,,,,D,,,,,,,,,,,,,,T,,,,,,,,,,,,T,,
278,279,2008,42.948238,-75.8643577,0.9144000000000001,,,,,,,,S,,,S,,,,,,,D,,,,,,,,,,,,,,T,S,,,,,,,,,,,,,
279,280,2008,42.9490292,-75.8648116,0.9144000000000001,,,,,,,,T,,,S,,,,,,,D,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,281,2008,42.9500374,-75.86442,0.6096,,,,,,,,S,,,M,,,,,,,S,S,,,,,,,,,,,,,,T,,,,,,,,,,,T,,
281,282,2008,42.9503459,-75.8651772,3.048,,,,,,M,,,,,,,,,,,,S,S,,,,,,,,,,,,,,T,,,,,,,,,,,,,
282,283,2008,42.9511007,-75.8653155,3.3528000000000002,,,,,,D,,,,,,,,,,,,,S,,,,,,,,,,,,,T,,,,,,,,,,,,S,,
283,284,2008,42.9514316,-75.8640595,0.6096,,,,,,T,S,T,,,S,,,,,T,,D,T,,,,,,,,,,,,T,,,,,,,,,,,,,T,,
284,285,2008,42.9521846,-75.8644271,0.6096,,,,S,,,T,,,,S,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
285,286,2008,42.9519156,-75.8653291,2.1336,,,,,,,T,,,,,,,,,,,S,T,,,,,,,,,,,,,,T,,,,,,,,,,,T,,
286,287,2008,42.9526089,-75.8660617,3.3528000000000002,,,,,,,S,,,,,,,,,,,T,T,,,,,,,,,,,,,,,,,,,,,,,,,T,,
287,288,2008,42.9530069,-75.8655404,0.6096,,,,S,,,,,,,S,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
288,289,2008,42.9534451,-75.8659849,0.9144000000000001,,,,,,,,,,,S,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
289,290,2008,42.9543054,-75.8668946,0.9144000000000001,,,,,,T,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,291,2008,42.955272,-75.8673729,0.9144000000000001,,,,,,,T,T,,,M,,,,,,,S,M,,,,,,,,,,,,,,,T,,,,,,,,,,T,,
291,292,2008,42.956164,-75.8674418,0.9144000000000001,,,,,,,,S,,,,,,,,,,D,S,,,,,,,,,,,,,T,,,,,,T,,,,,,T,,
292,293,2008,42.9569735,-75.8674162,0.6096,,,,,,,M,T,,,S,,,,,S,,S,T,,,,,,,,,,,,,T,,,,,,,,,,,,T,,
293,294,2008,42.95787,-75.8675725,0.9144000000000001,,,,,,,,S,,T,S,,,,,,,M,,,,,,,,,,,,,,T,,,,,,,,,,,,T,,
294,295,2008,42.9576552,-75.8686008,2.7432000000000003,,,,,,,S,,,,T,,,,,,,S,T,,,,,,,,,,,,,,,,,,,,,,,,,T,,
295,296,2008,42.9578858,-75.8695389,3.3528000000000002,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,S,,
296,297,2008,42.9586886,-75.869385,1.524,,,,,,,,,,,,,,,,,,M,T,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,298,2008,42.9591254,-75.8700775,0.6096,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
298,299,2008,42.9596503,-75.8706272,0.9144000000000001,,,,,,,,,,,S,,,,,,,D,T,,,,,,,,,,,,,,,,,,,,,,,,,S,,
299,300,2008,42.9604199,-75.8713875,0.9144000000000001,,,,,,,,,,,T,,,,,,,D,T,,,,,,,,,,,,,,,,,,,,,,,,,S,,
300,301,2008,42.9612187,-75.8718822,0.9144000000000001,,,,,,S,,,,,,,,,,,,D,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
301,302,2008,42.9618373,-75.8722143,1.2192,,,,,,S,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
0,1,2009,42.97768,75.88696,,D,4.0,,,S,D, ,S,, ,S,, ,S,S,S, ,S, , , , , ,S,S,S, , ,, , , ,, ,S, ,S,S,,T, , ,, ,S,
1,2,2009,42.9775198,75.8872126,,D,4.0,,,,D, ,S,, ,S,, ,T,S,S, ,S, , , , , ,T,S, ,S,T,, ,S,S,,T,S, ,S,S,,T,S, ,S,S,T,
2,3,2009,42.9776614,75.887699,,M,3.0,,,,M, ,S,, ,T,, , ,T, , ,T, , , , ,S, ,S, ,S, ,, , ,T,, ,T, ,S,T,,T, , ,S, ,T,
3,4,2009,42.9776742,75.8883369,,D,4.0,,,,D,M,S,, ,S,, , ,S,S, , , , , , ,S, ,S, ,T,S,, , , ,, , , ,M, ,, ,S, , ,S,T,
4,5,2009,42.39775424,75.8893554,,D,4.0,,,,D,S,S,, ,S,, , , , , , , , , , ,T, ,S, ,S, ,, , ,S,,S, , ,S,S,, ,S, ,S, , ,
5,6,2009,42.9772273,75.8898137,,D,4.0,,,,D,S,M,,T,S,, , ,S,S, ,S, , ,S,S, , ,S, ,S,T,, , ,S,,S,S, ,S,S,, , , ,S, , ,
6,7,2009,42.9770512,75.8892474,,M,2.5,,,,S, , ,, , ,, , , ,T, , , , ,T, , , ,S, , ,T,,T, , ,, , , ,T,T,, , , , , , ,
7,8,2009,42.9770271,75.8884454,,M,3.0,,,,M, ,S,, , ,, , , , , , , ,T, , , , ,S, , ,S,, , , ,, , , ,T, ,, , , ,S, , ,
8,9,2009,42.9769913,75.88726,,D,4.0,,,,D, ,T,, , ,, , ,T, , , , , , , , , ,S, , ,S,, , ,S,, ,S, ,S,T,, , , , , , ,
9,10,2009,42.9766792,75.8870589,,D,4.0,,,,M,S,S,, , ,, , ,T, , , , , , ,S, , ,M, ,D,T,, , , ,,S, ,S,S, ,, , , , ,S, ,
10,11,2009,42.9765257,75.8878652,,M,3.0,,,,M, ,T,, , ,, , , , , , , , , , , , ,S, , , ,, , , ,, ,S, ,S, ,, , , , , , ,
11,12,2009,42.976554,75.8888094,,M,2.5,,,,S, , ,, , ,, , , , , , , , , , , , ,S, , , ,, , , ,, , , ,S, ,, , , , , , ,
12,13,2009,42.9765976,75.8901296,,D,4.0,,,,D, ,S,, , ,, , , , , , , ,S,S, , , ,S, ,M, ,, , ,S,, ,S, ,S,S,, ,S, , ,S, ,
13,14,2009,42.9759387,75.8904761,,M,3.0,,,,S,S,S,,T, ,, , , ,S, , , ,T, ,S,T, ,S, ,S,T,, ,T, ,, ,S, ,S,S,, ,T, , , , ,
14,15,2009,42.9758036,75.8895223,,S,2.0,,,,S, , ,, , ,, , , , , , , , , , , , ,S, , , ,, , , ,,S, , , , ,, , , , , , ,
15,16,2009,42.9758839,75.8883072,,S,2.0,,,,S, ,T,, , ,, , , , , , , , , , , , ,S, , ,T,, , , ,, , , ,T, ,, , , , , , ,
16,17,2009,42.9759918,75.887147,,M,2.5,,,,S, , ,, , ,, , , , , , , , , , , , ,S, ,S, ,, , , ,, , , ,T, ,, , , , , , ,
17,18,2009,42.975287,75.8866842,,M,3.0,,,,S, ,S,, , ,, , , , , , , , , , , , ,S, ,M,T,, , , ,, , , ,S, ,, , , , , , ,
18,19,2009,42.9750457,75.8874802,,M,3.0,,,,M, ,T,, , ,, , , , , , , , , , , , ,S, ,S, ,, , , ,, , , ,T, ,, , , , , , ,
19,20,2009,42.9750334,75.8882365,,S,2.0,,,,S, , ,, , ,, , , , , , , , , , , , ,S, , , ,, , , ,, ,T, ,T, ,, , , , , , ,
20,21,2009,42.9749651,75.8893911,,M,3.0,,,,M, , ,, , ,, , , , , , , , , ,T, , ,S, , , ,, , , ,, , , , , ,, , , , , , ,
21,22,2009,42.9748581,75.89047,,M,3.0,,,,S,S,T,,T, ,, , , , , ,T, , , ,S,S, ,S, ,S,T,, , , ,, ,T, ,T, ,, , , , , , ,
22,23,2009,42.9740548,75.8901428,,D,4.0,,,,T,S,T,, , ,, , , , , , , , , ,D, , , , , , ,, , , ,, , , , , ,, , , , , , ,
23,24,2009,42.9739341,75.8893533,,M,2.5,,,,S, , ,, , ,, , , , , , , , , ,S, , ,S, , , ,, , , ,, , , , , ,, , , , , , ,
24,25,2009,42.9740021,75.8878303,,D,4.0,,,,D, , ,, , ,, , , , , , , , , , , , , , , , ,, , , ,,S, , ,S, ,, , ,S, , , ,
25,26,2009,42.9741368,75.8868632,,D,4.0,,,,D, ,S,, , ,, , ,T, , , , , , , , , ,S, , ,S,, , ,S,, , , ,S, ,, , , , , , ,
26,27,2009,42.9743156,75.8861365,,D,4.0,,,,M, ,S,, ,S,, , , , , , , , , , , , ,M, ,M,T,, , ,S,, , , ,S, ,, , , , , , ,
27,28,2009,42.9748021,75.8838658,,M,2.5,,,,,S,T,,S,T,, , ,T, , , , ,T,T, , , ,S, ,S, ,, ,S,T,, , , ,T,T,, , , , ,S, ,
28,29,2009,42.9750385,75.883328,,M,3.0,,,,S,S,S,,T, ,, , , ,T, , , ,S, ,S, , ,S, ,T, ,, , ,S,,S, , ,T, ,, , , , ,S, ,
29,30,2009,42.9752415,75.8825262,,M,2.5,,,,S,T,S,,T, ,, , ,T,T, ,T, ,T, , , , ,S, ,S, ,, , , ,, , , ,T, ,, , , , ,S, ,
30,31,2009,42.9754028,75.8816964,,S,2.0,,,,S,T,T,,T, ,, , ,T, , , , ,T, , , , ,S, , , ,, ,T,S,, , , ,T, ,, , , , , , ,
31,32,2009,42.9752738,75.8809542,,M,3.0,,,,M,S,S,, , ,, , , , , , , ,T, , , , ,S, , , ,, ,T,S,, , , ,S, ,, ,S, , ,S, ,
32,33,2009,42.9750154,75.8813339,,D,4.0,,,,S,D,S,, , ,, , , , , , , , , , , , ,S, ,S, ,, , ,S,, , , ,T, ,, ,S, , ,T, ,
33,34,2009,42.9748007,75.8823264,,M,2.5,,,,S,S,T,,T, ,, , ,T, , , , , , , , , ,S, ,S, ,, , ,S,, , , ,T, ,, , , ,T,T, ,
